AgtId,GeWom
241,"Page 17, Appendix: A constitutional Framework for a Special Autonomy for East Timor, Part Four: Promotion and Protection of Human Rights and Fundamental Freedoms, Article 46 
[...]
p. the right of women to full and equal participation in political, civil, economic, social, and cultural life;
[...]"
478,"Page 18, Part 5, Humanitarian, Human Rights, and Socio-Economic Issues, ARTICLE XXVIII, POST-WAR REHABILITATION AND RECONSTRUCTION, 2:
Given that women have been particularly victimized during the war, special attention shall be accorded to their needs and potentials in formulating and implementing national rehabilitation, reconstruction and development programmes, to enable them to play a central role in the moral, social and physical reconstruction of Sierra Leone."
319,"Page 4-5, ARTICLE I, THE CEASE-FIRE
2.	The cease-fire shall mean:
... c.	all acts of violence against the civilian population by respecting and protection human rights. The acts of violence include summary executions, torture, harassment, detention and execution of civilians based on their ethnic origin; propaganda,  inciting ethnic and tribal hatred; arming civilians; recruitment and use of child soldiers; sexual violence; training and use of terrorists; massacres, downing of civilian aircraft; and bombing the civilian populations:"
1737,"Page 2, Chapter III, Probation, Art. 3,
Any person who was part of one of the organizations referred to in article 87 bis 3 of the penal code, either inside or outside of the country, will not be prosecuted. This will only be the case if they have not committed or participated in any of the offenses provided for in article 87 bis of the penal code that led to the death of or permanent disability of a man, rape, and have not used explosives in public places. They must, within a period of six (6) months from the date this act comes into force, notify the competent authorities that they have ceased any terrorist or subversive activity, and must voluntarily present themselves to these authorities. 

Page 2, Chapter III, Probation, Art. 7,
The following will benefit from probation measures , according to the time periods and conditions hereinafter determined: persons who were part of one of the organizations referred to in article 87 bis 3 of the penal code and who, within a period of six (6) months from the date this act comes into force have notified the competent authorities that they have ceased any terrorist or subversive activity, and have presented themselves, individually or collectively, to these authorities. 
Persons who have committed or participated in crimes that led to the death of a man, in collective massacres, in bombings in public places, or rape, will be excluded from the benefits described in this article."
553,"Page 2
... 
We express our profound concern at the violations of the human rights, including those of ethnic minorities and women and girls, as well as the violations of international humanitarian law that are taking place in Afghanistan."
1256,"Page 6, MIXED MONITORING COMMITTEE (CPS)
... Only through restabilising confidence, passionate desire, and the ongoing determination of all the players in Togolese political life, will it be possible to permanently transform the efforts being made into a better future for the children, women and men of this country."
1814,"Page 3, Working Group I. Members
1.	Mrs. Awut Deng Acuil, Chairperson
... 12.	Mrs. Elizabeth Nyamac Chan, Member
13.	Mrs. Rebeka Atet Makuei, Member
14.	Mrs. Elizabeth Nyankuer, Member
15.	Mrs. Sarah Nyiebol Kai, Member


Page 4, Working Group I, Return of Missing Persons, Abductees & Cattle
... The raid was executed by individuals from four areas, with number of cattle already returned, as follows:
... The Dinka who went to raid Nuer were provoked by Nuer who came to raid cattle from Agar and which were then retrieved by SPLA soldiers who then returned to abduct the girl named Ayiep Manyiel Atembai which had caused the raid of Nuer cattle by Dinka.

Page 4-5, Working Group I, Return of Missing Persons, Abductees & Cattle
D. Strategies. The following are three strategies to solve the issue of missing persons and cattle:
... 3.	It is like number A. except that there is a point added to have certificate from relevant authorities on both sides such as to be issued by Payam administrators or Ex. Chiefs to those going to search for missing persons and cattle. Insofar as H.E. the Commissioner of Rumbek County suggested two points for the members of the Peace Council to discuss and resolve:
a.	In case of any marriage the father of the girl from the two parties should delegate a number of relatives to settle the marriage in order to collect the bride price in a group rather than a single person coming to collect the bride price and taking a different direction without reporting back to relatives who will later deny that the bride price has been received.

Page 8, Appendix, A. Abductees returned between the Dinka of Rumbek County and the Nuer of Nyuong and Leer Provinces
... 3.	Nyagon Ruac, a girl, is now staying with Agar Pakam and she refused to go back to ther parents among the Nuer.

Page 8, Appendix, A. Abductees returned between the Dinka of Rumbek County and the Nuer of Nyuong and Leer Provinces
... 4.	The daughter of Manyang Nhial was married by an Agar man.

Page 8, Appendix, A. Abductees returned between the Dinka of Rumbek County and the Nuer of Nyuong and Leer Provinces
... 5.	Nyieth Agontol from Agar Pakam section married the daughter of a Nuer with a bride price of 10 head of cattle and they were received by Chief Kok Yar of Nuer.

Page 8, Appendix, A. Abductees returned between the Dinka of Rumbek County and the Nuer of Nyuong and Leer Provinces
... 9.	The daughter of Partap, a Nuer, has been married by an Agar man, and has to date given birth to one child.

Page 8, Appendix, A. Abductees returned between the Dinka of Rumbek County and the Nuer of Nyuong and Leer Provinces
... 10.	The daughter of Cieny Buoth, named Akuac, has married a man named Malieny with the bride price of 40 cows having been paid. 

Page 8, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 2.	Three children and one wife of Chief Amac Kuocnin have been returned.

Page 8, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 4.	The wife of Matueng Angong, a woman from Nuer, is now officially married with the payment of five cows by the family of the husband.

Page 8, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 5.	Majak Aciengedie, of Yirol, had abducted the daughter of Duop Makuac of Nuer, but has now returned her to her father.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 6.	The daughter of Manyuel Bapal was staying with her maternal uncle, who is from Agar Dinka, and married an Agar man of the area. Chief Manyiel Lieny of Pakam is the uncle of the husband and has officially concluded the marriage with the bride price payment of 40 heard of cattle made to her parents in Nuer area.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 7.	Five married Nuer women were abducted by people of Yirol and were remarried. Though they have been identified they have not yet been released at time of writing.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 8.	The community of Yirol have released 23 persons who had been abducted from Nuer. Of these 5 women who had been married among the Dinka refused to return to their people.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 9.	The lady Agony Nyieth of Nuer, is the mother of four children by her husband. Wut Ruat. She and her children were staying among the Dinka of Yirol at the time of the 1991 split. After Wunlit they were all allowed to return to their people.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 10.	The wife of Maker Monuer is missing, thought to be among the Nuer.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 11.	The wife of Majok Malueth is missing.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 13.	The wife of Muorwel Nyot has now returned from Nuer with her 2 children

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 14.	The daughter of Acol, a woman from Agar, has been married by a Nuer, and is now staying with a certain Riek Boshop.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 15.	Magok Ater, of Agar, had been living with his Nuer wife in Nuerland with the 3 children to whom she had given birth. Amidst fighting related to the 1991 split Mogok fled to his homeland. In his absence his wife gave birth 4 more children by a Nuer men. With the Wunlit Conference all 7 children were returned with their mother to Magok Ater, now living in Rumbek

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 16.	The Nuer wife of Magar Aciek was abducted by Nuer with her son, but since Wunlit has been brought back to her husband in Yirol.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 17.	Efforts have been made to restor Ayor, a Dinka, to her husband, Bol Riak of Yirol, but she has refused to return.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 20.	The daughter of Gai Nang named Nyagok, together with her three children, were released to return to their home in Agar area.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 22.	The wife of Daniel Galuak had been abducted by the Agar, but has now been restored back to her Nuer people.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 23.	The daughter of Manyiel Aciek, named Ayiep Manyiel, of Agar is still with Buoth Gei in Nuer area.

Page 9, Appendix, B. Abductees returned between the Dinka Atuot of Yirol County and the Nuer of Leer Province
... 24.	Five young women of Nuer have been located, 4 of whom have been officially married by Dinka men of Rumbek and one married by a man from Yirol. However, there were no Dinka girls who have been married by Nuer.

Page 9, Appendix, C. Missing people from Nuer now in Rumbek County
1.	The wife of Maleel Puaal with her 3 children, missing
... 7.	4 children of Macol Makar, missing; among these children one daughter is known to have been married.
... 9.	2 children of Mawec Kual, missing. Of these one daughter has been married."
501,"Page 4, 3. Use of Safe Passage
3. C. 5. Men over 50 and women shall generally receive their safe passage cards through the Palestinian side, except for special cases. The Israeli side will make all efforts to minimize such exceptions."
572,"Page 3,
Witnessed by: Mrs Elizabeth Burain, Womens Representative"
1967,"Page 3
3. Beneficiaries have the right to receive protection 
…
• The Convention on the Elimination of All Forms of Discrimination against Women, 1979"
1803,"Page 1, ... agreed upon the following: 
... 4. With regard to the huge problems facing the Parties in identification of remains of those perished, the State Commissions appeal to the Coordination Council, to the group of friends of the UN Secretary General, as well as to the International Committee of Red Cross, to other international humanitarian organizations to render technical assistance. Solution of this extremely difficult issue would contribute to easing the pain and suffering of hundreds of mothers waiting for their sons."
274,"Page 1, 1. The Government of the Republic of Philippines (GRP) hereby extends safety and security guarantees to MILF members who are directly and principally involved in the GRP-MILF Peace Talks. These MILF members, for the duration of the peace talks, shall not be restrained, search, seized and harassed on their persons or property in connection with their participation or involvement in the peace talks, except in cases of commission of common crimes such as crimes against persons, chastity, property, and other similar offences. [...]"
1682,"Page 7, ANNEX IV: THE WAY FORWARD 
• Representatives must be men and women of high integrity, moral character and devotion to community and public service, and whose national interest and loyalty transcends narrow self-interest."
1816,"Page 1, We have unanimously agreed that: 
... - all abducted women and children are freely returned to their places of origin, and where necessary, marriage customs are fulfilled;"
1794,"Page 1, ... The Commission reached an agreement to start from 20 July, 2000 real search activities in both Georgian and Abkhazian burial sites. At the same time, within the framework of the process of search for the persons missing without trace, the leaders of the commissions agreed to engage representatives of the civil society to the search process. They expressed their intentions to organize a meeting between mothers of Abkhazia and Georgia, in order to continue discussions on the issue of reburial from Babushera."
1007,"Page 5, Article 10, ... 10(b) A judge may, in the judge's discretion, whenever the judge considers it necessary, in proceedings relating to sexual matters or where the interests of juveniles so require or in the interests of national security or public order necessary in a democratic society or in the interests of order and security within the precincts of such court, exclude therefrom, persons who are not necessary for the purposes of those proceedings.

Page 6, CHAPTER III, FUNDAMENTAL RIGHTS AND FREEDOMS
Article 11, (2) (a) Subject to sub-paragraphs (b) and (c) of this paragraph, a citizen shall not be discriminated against on the grounds of ethnicity, religion, language, caste, gender, sex, political or other opinion, national or social origin, place of birth, mode of acquisition of citizenship, marital status, maternity, parental status or any one of such grounds.

Page 7, Article 11, (3) A person shall not, on the grounds of ethnicity, religion, language, caste, gender, sex, political or other opinion, national or social origin, place of birth, or any one of such grounds, be subject to any disability, liability, restriction or condition with regard to access to shops, public restaurants, hotels, places of public entertainment and places of public worship of such person 's own religion.

... (4)	Anything in this Article shall not prevent special measures being taken by law, subordinate legislation or executive action where necessary for the sole purpose of the protection or advancement of disadvantaged or underprivileged individuals  or groups including those that are disadvantaged or underprivileged because of ethnicity, gender, sex, age or mental or physical disability.

Page 11-12, CHAPTER III, FUNDAMENTAL RIGHTS AND FREEDOMS
Article 27. (l) Where a Proclamation has been duly made pursuant to the provisions of Chapter XXIII, and subject to paragraph (2) of this Article, measures may be prescribed by law derogating from the exercise and operation of the fundamental rights declared and recognized in this Chapter to the extent strictly required by the exigencies of the situation and necessary in a democratic society, provided that such measures do not involve discrimination solely on the grounds of ethnicity, class, religion, gender, sex, language, caste, national or social origin and for the purpose of this Article ""law"" includes regulations made under the law for the time being in force relating to public security.

Page 137-138, Chapter XXV: Local Government,
Article 226. ... (4) Every Statute made by a Regional Council of a Region relating to election to local authorities in that Region, under paragraph (3)  of this Article, shall as far as practical, provide for the adequate representation of women, persons under thirty five years of age and the major communities ordinarily resident in the local authority area for which a local authority is established.

Page 167, Second Schedule, List 1, Reserved List, 
71. National policy on women's affairs.

Page 171, Second Schedule, List II, Regional List
... 57.	Implementation  of programmes for the advancement of women."
306,"Page 3, Untitled Preamble: 
...
[Talks held] in the presence of: 
...
- The representatives of Burundian civil society and women’s organizations and Burundian religious leaders,

Page 17, Protocol I, Chapter II: Solutions, Article 5: General political measures:
1. Institution of a new political, economic, social and judicial order in Burundi, in the context of a new constitution inspired by Burundian realities and founded on the values of justice, the rule of law, democracy, good governance, pluralism, respect for the fundamental rights and freedoms of the individual, unity, solidarity, equality between women and men, mutual understanding and tolerance among the various political and ethnic components of the Burundian people.

Page 18: Article 6: Principles and measures relating to genocide, war crimes and other crimes against humanity
...
2. Prevention, suppression and eradication of acts of genocide, war crimes and other crimes against humanity, as well as violations of human rights, including those which are gender-based. 

Page 19-21, Article 7: Principles and measures relating to exclusion:
7.1. Constitutional guarantees of the principle of the equality of rights and duties for all citizens, men and women, and all the ethnic, political, regional and social components of Burundian society. 
...
7.3. Banning of all political or other associations advocating ethnic, regional, religious or gender discrimination or ideas contrary to national unity.
...
Principles and measures related to public adminstration
...
7.5. A qualified, efficient and responsible administration that shall work in the general interest and promote balance, including gender balance.
...
7.8 Equal opportunities of access to this sector for all men and women through strict respect for, or the introduction of, laws and regulations governing the recruitment of State personnel and the staff of public and parastatal enterprises, as well as through transparency of competitive entrance examinations.
...
Principles and measures relating to education:
...
7.11. Equitable regional distribution of school buildings, equipment and textbooks throughout the national territory, in such a way as to benefit girls and boys equally.
7.12. Deliberate promotion of compulsory primary education that ensures gender parity through joint financial support from the State and the communes.
...
7.14. Restoration of the rights of girls and boys whose education has been interrupted as a result of the Burundi conflict or of exclusion, by effectively reintegrating them into the school system and later into working life.
...
Principles and measures relating to the defence and security forces
7.17. Relevant reforms to correct the ethnic, gender and regional imbalances within these forces pursuant to the relevant provisions of Protocol III to the Agreement.
Principles and measures relating to justice
7.18.Pursuant to the relevant provisions of Protocol II to the Agreement:
...
b.Reform of the judicial machinery at all levels, inter alia with a view to correcting ethnic and gender imbalances where they exist;

Page 23, Article 8: Principles and measures relating to national reconciliation: 
...
8.2. Membership of the commission 
8.2.a. Source
Candidates for membership of the Commission shall be put forward by civil society associations, political parties, religious denominations or women’s organizations, or may stand as individual candidates.

Page 25, Protocol II: Democracy and Good governance, Chapter I: Constitutional Principles of the Post-transition constitution, Article 1. Fundamental values: 
1.1 1.	All Burundians are equal in value and dignity. All citizens are entitled to equal rights and to equal protection of the law. No Burundian shall be excluded from the social, economic or political life of the nation on account of her/his race, language, religion, gender, or ethnic origin.

Page 26-28, Protocol II: Democracy and Good governance, Chapter I: Constitutional Principles of the Post-transition constitution, Article 3: Charter of Fundamental Rights:
3.1. The rights and duties proclaimed and guaranteed inter alia by the Universal Declaration of Human Rights, the International Covenants on Human Rights, the African Charter on Human and Peoples’ Rights, the Convention on the Elimination of All Forms of Discrimination against Women and the Convention on the Rights of the Child shall form an integral part of the Constitution of the Republic of Burundi. These fundamental rights shall not be limited or derogated from, except in justifiable circumstances acceptable in international law and set forth in the Constitution.
...
3.4. All women and men shall be equal. No one may be discriminated against, inter alia, on grounds of origin, race, ethnicity, gender, colour, language, social situation, or religious, philosophical or political convictions, or by reason of a physical or mental handicap. All citizens shall enjoy equal protection of the law, as well as equal treatment under the law.
...
3.6. All women and men shall have the right to life.
3.7. All women and men shall have the right to personal freedom, including to physical and mental integrity, and to freedom of movement. Torture and any other kind of cruel, inhuman, degrading treatment or punishment shall be prohibited. Everyone shall have the right to be free from violence from either public or private sources.
...
3.10. All women and men shall have the right to respect for their private and family life, residence and personal communications.
..
3.19. Property rights shall be guaranteed for all women and men. ...

Page 35, Protocol II: Democracy and Good governance, Chapter I: Constitutional Principles of the Post-transition constitution, Article 9: The Judiciary: 
...
9.11. No one shall be denied a post in the magistracy on grounds of ethnic origin or gender.

Page 37, Protocol II: Democracy and Good governance, Chapter I: Constitutional Principles of the Post-transition constitution, Article 10, The administration:
...
10.6. No civil servant or member of the Judiciary may be accorded favourable or unfavourable treatment solely on grounds of her/his gender, ethnicity or political affiliation.

Page 43, Protocol II: Democracy and Good governance, Chapter II: TRANSITIONAL ARRANGEMENTS, Article 15: Transitional institutions:
...
15.16. The transitional Executive shall take its decisions and otherwise function in accordance with the spirit embodied in the concept of a Government of national unity, and shall make or propose appointments to the public administration and to diplomatic positions in the same spirit. It shall strive to take its decisions by consensus. It shall also take into account the need to reflect ethnic, religious, political, and gender balance in its decisions and appointments.

Page 45, Protocol II: Democracy and Good governance, Chapter II: TRANSITIONAL ARRANGEMENTS, Article 17: Judicial and administrative reforms: 
...
17.3.a. The promotion of gender and ethnic balances in the Burundian judicial sector shall be undertaken, inter alia through recruitment and appointment;
17.3.b. So as to correct the ethnic and gender imbalances in the Burundian judicial sector during and after  the transition  period

Page 48, Protocol II: Democracy and Good governance, Chapter II: TRANSITIONAL ARRANGEMENTS, Article 20, Elections:
...
20.8. The electoral system for the National Assembly shall be the system of blocked lists with proportional representation. The revised electoral code shall prescribe that lists be multi-ethnic in character and reflect gender representation. For each three names in sequence on a list, only two may belong to the same ethnic group, and for each five names at least one shall be a woman.

Page 54, Protocol III: Peace and Security for All, CHAPTER I: PEACE AND SECURITY FOR ALL, Article 1: Peace and Security for All: 
...
1.10. Political organizations shall promote inclusion; exclusion on ethnic, sexual, regional and religious grounds shall be prohibited.

Page 57, Protocol III: Peace and Security for All, CHAPTER I: PEACE AND SECURITY FOR ALL, Article 5: Manifestations of the insecurity and violence:
The insecurity and violence are manifested in:
(a) Civil war; the destruction of public and private property; genocide, massacres, coups d’état, extra-judicial executions, premeditated murders, torture, rape, arbitrary arrests and imprisonment and other inhuman and degrading forms of treatment;

Page 57, Protocol III: Peace and Security for All, CHAPTER I: PEACE AND SECURITY FOR ALL, Article 6: Consequences of the insecurity and violence: 
6.a. Increase in crime, in the number of disabled persons, orphans, widows and widowers, impoverishment of the people, and all kinds of social deviation;

Page 60, Protocol III: Peace and Security for All, CHAPTER II: DEFENCE AND SECURITY FORCES, Article 11: Composition of the national defence force:
...
11.4. The defence and security forces shall promote within their services a non-discriminatory, non-ethnicist and non-sexist culture.

Page 63-64, Protocol III: Peace and Security for All, CHAPTER II: DEFENCE AND SECURITY FORCES, Article 14: Composition of the defence and security forces:
14.1.a. There shall be a single defence force composed of all components of the Burundian nation irrespective of ethnic, regional, gender and/or social status.
...
14.2.a. There shall be a single national police composed of all citizens of the Burundian nation wishing to form part of it, irrespective of ethnic, regional, gender and social status.

Page 66, Protocol III: Peace and Security for All, CHAPTER II: DEFENCE AND SECURITY FORCES, Article 16: Balances within the defence and security forces.
1. The following criteria shall be used to determine the imbalances in the defence and security forces:
...
(d) Gender.

Page 69-70, Protocol III: Peace and Security for All, CHAPTER III: Permanent Ceasefire and cessation of hostilities - Definition and General Principles, Article 25: Definitions:  
1. Ceasefire means the cessation of:
...
(c) All acts of violence against the civilian population – summary executions, torture, harassment, detention and persecution of civilians on the basis of ethnic origin, religious, beliefs and political affiliations, incitement of ethnic hatred, arming of civilians, use of child soldiers, sexual violence, training of terrorists, genocide and bombing of the civilian population;

Page 77, PROTOCOL IV: RECONSTRUCTION AND DEVELOPMENT, CHAPTER I: REHABILITATION AND RESETTLEMENT OF REFUGEES AND SINISTRES, Article 2: Principles governing return, resettlement and reintegration: 
...
2. It shall respect the following principles:
...
c. Return must be voluntary and must take place in dignity with guaranteed security, and taking into account the particular vulnerability of women and children;
...
h. In the return of the refugees and the resettlement and reintegration of the returnees and displaced and regrouped persons, the principle of equity, including gender equity, must be strictly applied in order to avoid any measure or treatment that discriminates against or favours any one among these categories.

Page 78, PROTOCOL IV: RECONSTRUCTION AND DEVELOPMENT, CHAPTER I: REHABILITATION AND RESETTLEMENT OF REFUGEES AND SINISTRES, Article 3: Preparatory activities:
The Government shall undertake the following preparatory activities:
...
3.d. Requesting international organizations and the host countries concerned to conduct a gender and age disaggregated census of the refugees, including the old caseload refugees (1972)
Article 4.b. To give all returning families, including female- and child-headed families, food aid, material support and assistance with health, education, agriculture and reconstruction until they become self-sufficient;

Page 78-79, PROTOCOL IV: RECONSTRUCTION AND DEVELOPMENT, CHAPTER I: REHABILITATION AND RESETTLEMENT OF REFUGEES AND SINISTRES, Article 4: Guidelines governing resettlement and integration:
The CNRS shall decide on the activities for the resettlement and integration of refugees and sinistrés in accordance with the priority plan taking into account the availability of resources, in order to achieve the following aims and objectives:
...
(b) To give all returning families, including female- and child-headed families, food
aid, material support and assistance with health, education, agriculture and
reconstruction until they become self-sufficient;
(c) To provide communes, villages and collines with assistance in the reconstruction of community infrastructures and with support for income-generating activities, paying special attention to women and enhancing their roles in building and sustaining families and communities;

Page 80, PROTOCOL IV: RECONSTRUCTION AND DEVELOPMENT, CHAPTER I: REHABILITATION AND RESETTLEMENT OF REFUGEES AND SINISTRES, Article 8: Issues relating to land and other property: 
To resolve all issues relating to land and other property, the following principles and
mechanisms shall be applied:
a. Property rights shall be guaranteed for all men, women and children. Compensation which is fair and equitable under the circumstances shall be payable in case of expropriation, which shall be allowed only in the public interest
and in accordance with the law, which shall also set out the basis of compensation;

Page 81, PROTOCOL IV: RECONSTRUCTION AND DEVELOPMENT, CHAPTER I: REHABILITATION AND RESETTLEMENT OF REFUGEES AND SINISTRES, 
Article 10: Vulnerable groups: 
The Government shall ensure, through special assistance, the protection, rehabilitation and advancement of vulnerable groups, namely child heads of families, orphans, street children, unaccompanied minors, traumatized children, widows, women heads of families, juvenile delinquents, the physically and mentally disabled, etc.

Page 82-83, PROTOCOL IV: RECONSTRUCTION AND DEVELOPMENT, CHAPTER I: REHABILITATION AND RESETTLEMENT OF REFUGEES AND SINISTRES, 
CHAPTER II: PHYSICAL AND POLITICAL RECONSTRUCTION, Article 13: Political Reconstruction: 
Physical reconstruction and political reconstruction must be mutually supportive. Political reconstruction is aimed at making national reconciliation and peaceful coexistence possible, and must be directed towards the establishment of the rule of law. In this context, the following programmes and measures shall be undertaken:
...
d. Initiation of tangible actions for the advancement of women;

Page 82-83, PROTOCOL IV: RECONSTRUCTION AND DEVELOPMENT, CHAPTER I: REHABILITATION AND RESETTLEMENT OF REFUGEES AND SINISTRES,
CHAPTER III: ECONOMIC AND SOCIAL DEVELOPMENT, Article 16: Guidelines governing development:
Guidelines governing development
In pursuit of these objectives, the Government shall follow the guidelines set out hereunder on
the basis of the measures specified in the report of Committee IV (see Annex IV):
...
i. Promotion of the role of women and youth in development, with the aid of specific measures to benefit them;

Page 86,  PROTOCOL V: Guarantees in Implementation of the Agreement, Preamble:
...
Concerned also about the negative impact of the conflict on Burundian women and children,
Recognizing the unique potential of women to contribute to the healing, reconstruction and development of Burundian society,

Page 82-83, PROTOCOL V: Guarantees in Implementation of the Agreement, Article 2: Transitional Institutions: 
...
2.2. The men and women called upon to lead the transition must, at all times, show integrity, determination, patriotism and competence, and devote themselves to the interests of all
Burundians without any discrimination. They must take a solemn oath before assuming their duties.

Page 87,  PROTOCOL V: Guarantees in Implementation of the Agreement, Article 2 - Transitional institutions:
...
2. The men and women called upon to lead the transition must, at all times, show integrity, determination, patriotism and competence, and devote themselves to the interests of all Burundians without any discrimination. They must take a solemn oath before assuming their duties."
1146,"Page 4, Article 29,
Special care and consideration will be given to staff carrying out educational, cultural, sanitary, humanitarian and religious functions, in addition to the material and facilities required by them. Similarly, special protection will be provided to pregnant women, the elderly and children."
108,"Article 3: Both parties approve Actions considered violent activities and/or behavior (see list).  

List in the attached and signed, Report on the Meeting between the Aceh Free Movement (GAM) and the Republic of Indonesia (RI)

Page 2, Activities/Actions considered Violence
...
o. Raping"
1196,"Page 2, Activities/Actions considered Violence
... o. Raping"
1437,"Page 2, We shall remain hand in hand and united over the course of this process and I hereby stretch my hand to every single Bahraini, men and women, as it showed the pledge of allegiance and it will show a new formula of allegiance. The new formula and the national modernization shall be the features of our best days to come.

Page 7, Sixth - Family as the basis of society
Based on the firm belief that family is the nucleus of the society and that good family is key to a cohesive society as well as key to upholding religious and ethical values and national sense of belonging, the state protects the legal form of family as well as maternity and childhood, provides care to children, protects them from exploitation and moral, physical and spiritual negligence. In particular, the state pays special attention to physical, moral and mental development of youth. In this respect, the state ensures necessary social security for citizens in cases of aging, invalidity, orphanage, widowing and unemployment. The state also secures social insurance services for citizens in such cases. The state secures health care and puts in place health policies that are conducive to achieving the objective of health for all. The state ensures the solidarity of the society in sharing burdens arising from natural calamities and disasters, compensation of those who may be injured due to war or on account of military duty. The state endeavors to support women's rights and the enactment of laws on protection of family and family members.

Page 9, Chapter II: Government System
Seventh - People's right to participation in Public Affairs
Citizens, men and women alike, have the right to participate in public affairs and political rights including suffrage and the right to contest as prescribed by law.

Page 13-14, Chapter VII: Foreign Relations
... It is noted that since it joined the United Nations, Bahrain has contributed to all UN activities, resolutions, events, agreements and conventions, particularly those related to human rights, civil, political and socioeconomic rights, women's rights as well as the work of UN specialized agencies. In the realm of international economic and trade relations, the considered policy of the state of Bahrain stands for free international trade, movement of investment, capital and labour while taking into account national interests of individual countries. In so believing, the state of Bahrain maintains that each country enjoys the better title over its own natural resources that cannot be disposed of under any external pressure or dictation."
586,"Page 6, And Witnessed by: 
Tabitha Rueta, Womens' representative"
402,"Page 6, Article IV. Safety and Security Guarantees
3. MILF members covered by paragraph 1 above shall not be restrained or arrested, searched, seized and harassed on their persons and property in connection with their participation or involvement in the peace talks, except in cases of commission of common crimes such as crimes against persons, chastity, property and other similar offenses."
213,"Nous…
- prenons l’engagement solennel et inconditionnel d’appliquer, sur toute l’étendue du territoire national, les dispositions ci-après :
…
(p. 2) 
7. assurer la protection des populations civiles contre les rafles, les arrestations arbitraires, les réquisitions, les spoliations, les travaux forcés, les massacres, les bombardements aveugles, les tortures, les viols des femmes, les mutilations des enfants, les déportations et assurer l’arrêt définitif à la collaboration avec les forces génocidaires; 

-------
Translation:

Page 2, 
We... - solemnly and unconditionally engage to implement, on the entire national territory, the following provisions:
...
7. To ensure the protection of the civilian population against raids, arbitrary arrest, appropriations, dispossessions, forced labour, massacres, indiscriminate bombing, torture, rape of women, child mutilation and deportations, and ensure that collaboration with genocidal forces shall cease definitively;"
312,"Page 20, BOUGAINVILLE PEACE AGREEMENT, Part B. AUTONOMY, chapter 4: STRUCTURES OF THE AUTONOMOUS BOUGAINVILLE GOVERNMENT, legislature
28. The Bougainville Constitution will provide that the institutions of the autonomous Bougainville Government will include a legislature which shall be a mainly elected body, but may also include members appointed or elected to represent special interests, such as women, youth, churches.

Page 85, SIGNED AT ARAWA, BOUGAINVILLE, PAPUA NEW GUINEA, THIS 30TH DAY OF AUGUST 2001:
Mrs. Ruby Mirinka, Representative of Bougainville Women"
